GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0400000US06,06,California,1131,Timber tract operations,2016,14,346,4975,21541
0400000US06,06,California,1132,Forest nurseries and gathering of forest products,2016,9,70,431,2532
0400000US06,06,California,1133,Logging,2016,211,1252,12322,81540
0400000US06,06,California,1141,Fishing,2016,126,233,2779,16171
0400000US06,06,California,1142,Hunting and trapping,2016,18,66,339,1419
0400000US06,06,California,1151,Support activities for crop production,2016,928,22933,178446,865530
0400000US06,06,California,1152,Support activities for animal production,2016,525,1980,14929,63983
0400000US06,06,California,1153,Support activities for forestry,2016,81,601,5628,31641
0400000US06,06,California,2111,Oil and gas extraction,2016,209,5640,234509,729101
0400000US06,06,California,2121,Coal mining,2016,3,18,397,1740
0400000US06,06,California,2122,Metal ore mining,2016,16,558,10402,41516
0400000US06,06,California,2123,Nonmetallic mineral mining and quarrying,2016,243,4748,84367,344785
0400000US06,06,California,2131,Support activities for mining,2016,294,9969,172901,648593
0400000US06,06,California,2211,"Electric power generation, transmission and distribution",2016,555,44260,1780291,5818760
0400000US06,06,California,2212,Natural gas distribution,2016,221,j,D,D
0400000US06,06,California,2213,"Water, sewage and other systems",2016,484,4889,101086,383296
0400000US06,06,California,2361,Residential building construction,2016,19402,93955,1222618,5264828
0400000US06,06,California,2362,Nonresidential building construction,2016,4575,69608,1310259,5793095
0400000US06,06,California,2371,Utility system construction,2016,1459,39227,684289,3078668
0400000US06,06,California,2372,Land subdivision,2016,717,3671,71917,309975
0400000US06,06,California,2373,"Highway, street, and bridge construction",2016,770,22914,436981,2093428
0400000US06,06,California,2379,Other heavy and civil engineering construction,2016,334,5269,95816,441531
0400000US06,06,California,2381,"Foundation, structure, and building exterior contractors",2016,7991,103660,1181215,5425554
0400000US06,06,California,2382,Building equipment contractors,2016,18563,207527,3116718,13757744
0400000US06,06,California,2383,Building finishing contractors,2016,12765,119670,1255278,5830862
0400000US06,06,California,2389,Other specialty trade contractors,2016,5405,58073,745015,3547009
0400000US06,06,California,3111,Animal food manufacturing,2016,133,6645,60664,275410
0400000US06,06,California,3112,Grain and oilseed milling,2016,95,3874,51281,224952
0400000US06,06,California,3113,Sugar and confectionery product manufacturing,2016,198,11566,122259,529080
0400000US06,06,California,3114,Fruit and vegetable preserving and specialty food manufacturing,2016,328,25767,256538,1338768
0400000US06,06,California,3115,Dairy product manufacturing,2016,233,17492,276400,1069770
0400000US06,06,California,3116,Animal slaughtering and processing,2016,228,21501,195536,850212
0400000US06,06,California,3117,Seafood product preparation and packaging,2016,41,1549,14743,64374
0400000US06,06,California,3118,Bakeries and tortilla manufacturing,2016,1731,41351,338565,1435303
0400000US06,06,California,3119,Other food manufacturing,2016,620,33745,402206,1819744
0400000US06,06,California,3121,Beverage manufacturing,2016,2032,47527,660242,2810573
0400000US06,06,California,3122,Tobacco manufacturing,2016,18,117,933,4430
0400000US06,06,California,3131,"Fiber, yarn, and thread mills",2016,19,309,1967,10220
0400000US06,06,California,3132,Fabric mills,2016,99,1644,14606,64809
0400000US06,06,California,3133,Textile and fabric finishing and fabric coating mills,2016,170,4539,37000,158339
0400000US06,06,California,3141,Textile furnishings mills,2016,208,3928,43714,169556
0400000US06,06,California,3149,Other textile product mills,2016,466,4742,39292,179877
0400000US06,06,California,3151,Apparel knitting mills,2016,26,722,6471,28294
0400000US06,06,California,3152,Cut and sew apparel manufacturing,2016,2697,35016,230970,999842
0400000US06,06,California,3159,Apparel accessories and other apparel manufacturing,2016,82,1104,9681,43229
0400000US06,06,California,3161,Leather and hide tanning and finishing,2016,21,138,963,4557
0400000US06,06,California,3162,Footwear manufacturing,2016,44,439,3457,16160
0400000US06,06,California,3169,Other leather and allied product manufacturing,2016,108,1769,14924,64602
0400000US06,06,California,3211,Sawmills and wood preservation,2016,81,3795,47942,189261
0400000US06,06,California,3212,"Veneer, plywood, and engineered wood product manufacturing",2016,80,2810,25865,111962
0400000US06,06,California,3219,Other wood product manufacturing,2016,906,15161,145726,626009
0400000US06,06,California,3221,"Pulp, paper, and paperboard mills",2016,26,1299,23854,99451
0400000US06,06,California,3222,Converted paper product manufacturing,2016,363,19937,268433,1112967
0400000US06,06,California,3231,Printing and related support activities,2016,3103,41126,460609,1931518
0400000US06,06,California,3241,Petroleum and coal products manufacturing,2016,182,11493,398510,1361633
0400000US06,06,California,3251,Basic chemical manufacturing,2016,185,6609,148596,707758
0400000US06,06,California,3252,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2016,129,3625,65160,239495
0400000US06,06,California,3253,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2016,92,1781,23553,115994
0400000US06,06,California,3254,Pharmaceutical and medicine manufacturing,2016,430,47589,1797641,5744794
0400000US06,06,California,3255,"Paint, coating, and adhesive manufacturing",2016,197,3716,58326,238015
0400000US06,06,California,3256,"Soap, cleaning compound, and toilet preparation manufacturing",2016,382,9746,129997,550336
